Date,Message,ID,Reply_to,Merged_Message,Crowd Level,Direction,Crowd Level new,Direction new,Comparison
12/5/2024 18:14,I think your husband is unfortunate I came in and out of egate But saw someone had issue when they try out the jb to sg egate Actually Malaysia egate experience feels faster than sg Just less reliable,71106,71091,yes I think your husband is unfortunate I came in and out of egate But saw someone had issue when they try out the jb to sg egate Actually Malaysia egate experience feels faster than sg Just less reliable,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
12/5/2024 18:11,Woodland Bus queue super jam,71101,-1,Woodland Bus queue super jam,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 18:11,Damn thanks ,71100,71099,Bus queue is super super super long that people have started to walk across Damn thanks ,High,Not related,High,Not related,Same
12/5/2024 18:10,Bus queue is super super super long that people have started to walk across,71099,-1,Bus queue is super super super long that people have started to walk across,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 18:09,If Im not mistaken I believe the egate that is from sg to jb is not an issue Smooth and if you observe some manual counters were also closed But the coming back from jb to sg using egate thats when the issues starts If you are there and noticed Unless scanning it twice then able to go thru If not use other egate gantry Will eventually go thru,71096,-1,If Im not mistaken I believe the egate that is from sg to jb is not an issue Smooth and if you observe some manual counters were also closed But the coming back from jb to sg using egate thats when the issues starts If you are there and noticed Unless scanning it twice then able to go thru If not use other egate gantry Will eventually go thru,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
12/5/2024 18:07,160 170 bus come fast,71090,-1,160 170 bus come fast,Low,Not related,Low,Singapore to Malaysia,Same
12/5/2024 17:58,Contra lane is open for jb to sg btw,71088,-1,Contra lane is open for jb to sg btw,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 17:56,did any one holding sg passport manage to use automated machine at msia custom just now My husband used the automated machine to go jb but was rejected to go back sg and have to go manual lane,71087,-1,did any one holding sg passport manage to use automated machine at msia custom just now My husband used the automated machine to go jb but was rejected to go back sg and have to go manual lane,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
12/5/2024 17:53,You are welcome I hope I advised you correctly ,71086,71084,Ok thank you Bus queue is crazy You are welcome I hope I advised you correctly ,Not related,Not related,Not related,Not related,Same
12/5/2024 17:51,Ok thank you Bus queue is crazy,71084,71082,In my opinion CW Ok thank you Bus queue is crazy,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
12/5/2024 17:46,May I know which bus faster Cw or sbs,71081,-1,May I know which bus faster Cw or sbs,Low,Not related,Low,Not related,Same
12/5/2024 17:41,Can Google the one motoring website for cam status,71079,71077,"does anybody know about the car traffic to enter tuas checkpt from jb side 

btw first link for cars got serious jam just to enter malaysia immigration  theyve closed most entrances and the queue starts here Can Google the one motoring website for cam status",Medium,Not related,Not related,Not related,Different
12/5/2024 17:41,"Jb to sg both manual and machine half full
Bus queue all the way until upstairs for both SBS and CW until the scanning machine there",71078,-1,"Jb to sg both manual and machine half full
Bus queue all the way until upstairs for both SBS and CW until the scanning machine there",High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 17:38,"does anybody know about the car traffic to enter tuas checkpt from jb side 

btw first link for cars got serious jam just to enter malaysia immigration  theyve closed most entrances and the queue starts here",71077,-1,"does anybody know about the car traffic to enter tuas checkpt from jb side 

btw first link for cars got serious jam just to enter malaysia immigration  theyve closed most entrances and the queue starts here",High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 17:33,Cw q when I cut abit the q waiting time 40minute,71074,-1,Cw q when I cut abit the q waiting time 40minute,High,Singapore to Malaysia,High,Not related,Same
12/5/2024 17:23,But sg bus 170170x160 950queue pretty long,71068,-1,But sg bus 170170x160 950queue pretty long,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
12/5/2024 17:22,Took blue bus back to sg,71066,-1,Took blue bus back to sg,High,Malaysia to Singapore,Low,Singapore to Malaysia,Different
12/5/2024 17:14,If cut q lucky then no get scold,71059,-1,If cut q lucky then no get scold,High,Not related,Not related,Not related,Different
12/5/2024 17:13,Wait no problem but the q is like dont know where to where,71058,-1,Wait no problem but the q is like dont know where to where,High,Not related,High,Not related,Same
12/5/2024 17:05,Be ready to wait for more than 45 mins for bus,71056,-1,Be ready to wait for more than 45 mins for bus,High,Not related,High,Malaysia to Singapore,Same
12/5/2024 17:02,Yes Confirmed plus chop,71054,71053,Can use egate without registering for JBSG Yes Confirmed plus chop,Low,Not related,Not related,Not related,Different
12/5/2024 16:58,but anyway peak period like sun jbsg egate fast u also q like hell for bus so no diff lol,71051,-1,but anyway peak period like sun jbsg egate fast u also q like hell for bus so no diff lol,High,Not related,High,Singapore to Malaysia,Same
12/5/2024 16:58,very very fast used to be terus jalan or max 12ppl,71050,71049,Egate queue is very very fast for me Hall is totally packed but I pass Malaysia customs in 15 mins very very fast used to be terus jalan or max 12ppl,High,Not related,Not related,Not related,Different
12/5/2024 16:56,Egate queue is very very fast for me Hall is totally packed but I pass Malaysia customs in 15 mins,71049,-1,Egate queue is very very fast for me Hall is totally packed but I pass Malaysia customs in 15 mins,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
12/5/2024 16:54,see la yall make a big deal out of it now egate also jam liao la ,71046,-1,see la yall make a big deal out of it now egate also jam liao la ,High,Not related,High,Not related,Same
12/5/2024 16:49,Back to sg,71045,-1,Back to sg,High,Malaysia to Singapore,Not related,Singapore to Malaysia,Different
12/5/2024 16:48,JB to sg CW bus super long queue no bus,71043,-1,JB to sg CW bus super long queue no bus,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 16:43,JB  SG Egate queue manual queue,71041,-1,JB  SG Egate queue manual queue,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 16:41,Or worse some already know but keep saying is this confirmed by official website,71039,71038,maybe not many sgporeans know can use Or worse some already know but keep saying is this confirmed by official website,High,Not related,Not related,Not related,Different
12/5/2024 16:30,maybe not many sgporeans know can use,71038,71029,thought now can egate seemlessly why is there still longQ at manual  hmm maybe not many sgporeans know can use,Not related,Not related,Low,Not related,Different
12/5/2024 15:51,thought now can egate seemlessly why is there still longQ at manual  hmm,71029,-1,thought now can egate seemlessly why is there still longQ at manual  hmm,High,Not related,High,Not related,Same
12/5/2024 15:50,jb to sg,71028,-1,jb to sg,High,Singapore to Malaysia,Low,Not related,Different
12/5/2024 15:29,SG TO JB no q,71024,-1,SG TO JB no q,Low,Malaysia to Singapore,Low,Singapore to Malaysia,Same
12/5/2024 15:17,Short queue,71021,-1,Short queue,Low,Not related,Low,Not related,Same
12/5/2024 14:45,same for sg to jb,71016,-1,same for sg to jb,High,Not related,Low,Singapore to Malaysia,Different
12/5/2024 14:38,Jb to sg,71011,-1,Jb to sg,High,Singapore to Malaysia,Low,Malaysia to Singapore,Different
12/5/2024 13:50,Most Singaporeans itinerary usually are full day affairs morning till night dinner,71004,70968,It depends on your itinerary too If requires to go in start of the day very early morning be better but just heading there for dinner and relaxation Then theres no rush  Most Singaporeans itinerary usually are full day affairs morning till night dinner,Not related,Not related,Low,Not related,Different
12/5/2024 13:28,tuas sgjb smooth no need mdac for egate sgrean,71001,-1,tuas sgjb smooth no need mdac for egate sgrean,High,Not related,Low,Singapore to Malaysia,Different
12/5/2024 13:20,Jb custom from sg also smooth no queue,71000,-1,Jb custom from sg also smooth no queue,High,Malaysia to Singapore,Low,Not related,Different
12/5/2024 13:10,Sg custom no crowd,70993,-1,Sg custom no crowd,Low,Not related,Low,Not related,Same
12/5/2024 12:37,This is from SG to JB right,70988,70974, This is from SG to JB right,High,Not related,Low,Singapore to Malaysia,Different
12/5/2024 11:22,wdl checkpoint,70978,-1,wdl checkpoint,High,Singapore to Malaysia,Low,Not related,Different
12/5/2024 11:14,Hi anyone knows what is the queue now sgjb,70975,-1,Hi anyone knows what is the queue now sgjb,High,Singapore to Malaysia,Low,Not related,Different
12/5/2024 10:47,I usually go in 6am liddat,70969,70968,It depends on your itinerary too If requires to go in start of the day very early morning be better but just heading there for dinner and relaxation Then theres no rush  I usually go in 6am liddat,Low,Not related,Not related,Not related,Different
12/5/2024 10:35,It depends on your itinerary too If requires to go in start of the day very early morning be better but just heading there for dinner and relaxation Then theres no rush ,70968,70963,Many find not worth going in the afternoon as half the day gone It depends on your itinerary too If requires to go in start of the day very early morning be better but just heading there for dinner and relaxation Then theres no rush ,High,Not related,Low,Not related,Different
12/5/2024 9:35,"JB  SG
JB CIQ  no queue at egates and manual counter cleared in 1 min 0934 HRS
SG Customs  per queue est 10 people each cleared in 7 mins 0950 HRS",70961,-1,"JB  SG
JB CIQ  no queue at egates and manual counter cleared in 1 min 0934 HRS
SG Customs  per queue est 10 people each cleared in 7 mins 0950 HRS",High,Singapore to Malaysia,High,Malaysia to Singapore,Same
12/5/2024 8:52,No queue can just use egate,70955,-1,No queue can just use egate,Low,Malaysia to Singapore,Low,Not related,Same
12/5/2024 8:42,SG to JB egate nobody Manual counter less than 10 mins,70951,-1,SG to JB egate nobody Manual counter less than 10 mins,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
12/5/2024 0:11,,70934,70905,tuas  malaysia customs no mdac clear egate ,Not related,Not related,,'float' object has no attribute 'lower',Different
11/5/2024 23:17,All car traffic to ciq jam,70931,-1,All car traffic to ciq jam,High,Singapore to Malaysia,High,Not related,Same
11/5/2024 23:08,Nope,70930,70929,sgjb got queue  Nope,Not related,Not related,Not related,Not related,Same
11/5/2024 22:30,Jbsg Took only 20 mins to clear both sg and jb side Buses are fast ,70927,-1,Jbsg Took only 20 mins to clear both sg and jb side Buses are fast ,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
11/5/2024 22:08,Sbs bus queue has mostly cleared Blue bus can board almost immediately,70925,-1,Sbs bus queue has mostly cleared Blue bus can board almost immediately,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
11/5/2024 21:49,Jbsg,70920,-1,Jbsg,High,Singapore to Malaysia,Low,Not related,Different
11/5/2024 21:30,Jb to sg sbs bus long queue,70908,-1,Jb to sg sbs bus long queue,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
11/5/2024 20:58,tuas  malaysia customs no mdac clear egate,70905,-1,tuas  malaysia customs no mdac clear egate,High,Not related,High,Malaysia to Singapore,Same
11/5/2024 20:56,JB  SG 4 ppl in queue egate manual counter about 34 of railing,70904,-1,JB  SG 4 ppl in queue egate manual counter about 34 of railing,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
11/5/2024 20:50,smooth like butter exiting from Jb to Sg,70902,-1,smooth like butter exiting from Jb to Sg,Low,Malaysia to Singapore,Low,Malaysia to Singapore,Same
11/5/2024 20:47,Tuas customs clear,70901,-1,Tuas customs clear,Low,Not related,Low,Not related,Same
11/5/2024 20:39,jb  sg,70898,-1,jb  sg,High,Singapore to Malaysia,Low,Not related,Different
11/5/2024 20:36,JBSG about 34 metal railings,70896,-1,JBSG about 34 metal railings,High,Singapore to Malaysia,High,Not related,Same
11/5/2024 20:26,Cw3 queue at JE boarded in 10 mins,70892,-1,Cw3 queue at JE boarded in 10 mins,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
11/5/2024 20:24,yup i even double checked with the officer before queuing at the egate line,70889,70883,Means dont even need to 1St time registration for egate at the msian customs yup i even double checked with the officer before queuing at the egate line,High,Singapore to Malaysia,Not related,Not related,Different
11/5/2024 18:03,No queue but long bus line,70864,70863,Any kind soul at JB custom No queue but long bus line,High,Not related,High,Singapore to Malaysia,Same
